output,X1,X2,X3,X4,X5,beta,offset
129.946,1000,8.4,0.0508,71.3,0.00529514,1e-15,
121.996,4000,17.4,0.0254,31.7,0.017663099999999998,-1e-15,
125.398,6300,12.7,0.0254,71.3,0.0121808,1e-15,
129.575,400,4.0,0.3048,71.3,0.00497773,1e-15,
124.086,4000,2.0,0.2286,71.3,0.00293031,-1e-15,
135.938,3150,0.0,0.0508,39.6,0.000791822,1e-15,
123.466,3150,17.4,0.0254,31.7,0.017663099999999998,-1e-15,
130.156,8000,0.0,0.0508,55.5,0.00076193,1e-15,
130.049,1600,2.7,0.1524,39.6,0.00294804,1e-15,
118.024,8000,0.0,0.2286,71.3,0.00214345,-1e-15,
126.349,1000,9.9,0.1524,71.3,0.0193001,-5.3084497783312e-16,126.41365457473077
129.05700000000002,630,2.0,0.2286,31.7,0.00372371,1e-15,
128.939,400,9.9,0.1524,31.7,0.0252785,1e-15,
128.705,630,0.0,0.2286,39.6,0.00253511,1e-15,
117.253,6300,8.9,0.1016,71.3,0.0103088,-1e-15,
134.556,5000,0.0,0.0508,55.5,0.00076193,1e-15,
115.812,5000,8.4,0.0508,55.5,0.00544854,-1e-15,
133.649,1600,3.3,0.1016,55.5,0.002211,1e-15,
123.189,1250,7.3,0.2286,39.6,0.0123481,-1e-15,
120.786,6300,2.0,0.2286,71.3,0.00293031,-1e-15,
126.266,315,6.7,0.1016,31.7,0.00592927,-1e-15,
129.63299999999998,2000,0.0,0.1524,39.6,0.00193287,1e-15,
122.101,2000,1.5,0.3048,39.6,0.00392107,-1e-15,
125.472,400,3.0,0.3048,39.6,0.00495741,-1e-15,
124.127,3150,22.2,0.0254,71.3,0.0214178,-1e-15,
131.955,3150,0.0,0.1016,71.3,0.00121072,1e-15,
134.319,200,9.9,0.1524,71.3,0.0193001,1e-15,
130.893,1600,7.2,0.1524,71.3,0.00752039,1e-15,
111.588,8000,7.2,0.1524,39.6,0.00909175,-1e-15,
134.498,6300,4.8,0.0254,71.3,0.000848633,1e-15,
128.86700000000002,630,12.7,0.0254,39.6,0.013025299999999998,1e-15,
125.319,1600,4.0,0.2286,39.6,0.00473801,-1e-15,
122.527,8000,0.0,0.1524,71.3,0.0015988,0.0,
118.343,5000,7.2,0.1524,71.3,0.00752039,-1e-15,
113.525,3150,9.9,0.1524,39.6,0.0233328,-1e-15,
133.846,1600,8.4,0.0508,71.3,0.00529514,1e-15,
130.34799999999998,800,12.7,0.0254,71.3,0.0121808,1e-15,
133.649,2000,3.3,0.1016,55.5,0.002211,1e-15,
130.299,500,7.3,0.2286,39.6,0.0123481,1e-15,
121.118,5000,4.0,0.2286,71.3,0.00400603,-1e-15,
130.629,3150,3.3,0.1016,55.5,0.002211,1e-15,
130.4,1000,15.4,0.0508,55.5,0.0271925,1e-15,
132.886,800,6.7,0.1016,31.7,0.00592927,1e-15,
123.465,4000,0.0,0.2286,39.6,0.00253511,-1e-15,
128.244,2000,0.0,0.2286,71.3,0.00214345,1e-15,
134.308,5000,0.0,0.0508,39.6,0.000791822,1e-15,
125.997,630,0.0,0.1524,31.7,0.00209405,-1e-15,
112.265,4000,9.9,0.1524,39.6,0.0233328,-1e-15,
111.35,10000,5.3,0.2286,71.3,0.0051942,-1e-15,
118.365,2500,9.9,0.1524,55.5,0.0208438,-1e-15,
127.763,2500,0.0,0.1524,55.5,0.00172668,1e-15,
108.721,16000,0.0,0.3048,71.3,0.00266337,-1e-15,
117.927,400,22.2,0.0254,71.3,0.0214178,-1e-15,
119.111,3150,1.5,0.3048,39.6,0.00392107,-1e-15,
132.202,1250,9.5,0.0254,55.5,0.0043284,1e-15,
115.635,4000,15.4,0.0508,31.7,0.0289853,-1e-15,
123.965,3150,8.4,0.0508,39.6,0.00566229,-1e-15,
121.528,1600,15.6,0.1016,71.3,0.0437259,-1e-15,
131.755,800,4.0,0.3048,71.3,0.00497773,1e-15,
135.803,5000,0.0,0.0254,55.5,0.00041229,1e-15,
116.476,8000,0.0,0.3048,55.5,0.00283081,-1e-15,
108.265,10000,0.0,0.3048,31.7,0.00331266,-1e-15,
132.43,1000,11.2,0.0508,39.6,0.015047799999999997,1e-15,
127.781,400,5.4,0.1524,31.7,0.00525474,1e-15,
131.346,8000,4.8,0.0254,39.6,0.000907475,1e-15,
122.082,5000,3.3,0.1016,31.7,0.00251435,-1e-15,
126.54,1600,11.2,0.0508,39.6,0.015047799999999997,1e-15,
126.79,1600,0.0,0.2286,55.5,0.00229336,1e-15,
128.264,1600,4.0,0.2286,55.5,0.0042862,1e-15,
131.346,1000,9.5,0.0254,31.7,0.00461377,1e-15,
112.768,16000,4.0,0.2286,71.3,0.00400603,1e-15,
117.137,4000,5.4,0.1524,39.6,0.00485029,-1e-15,
132.184,8000,4.8,0.0254,55.5,0.000873218,1e-15,
135.328,4000,4.8,0.0254,31.7,0.000930789,1e-15,
135.54,400,8.9,0.1016,39.6,0.0124596,1e-15,
118.816,5000,22.2,0.0254,39.6,0.0229028,-1e-15,
131.45600000000002,2000,0.0,0.0508,55.5,0.00076193,1e-15,
127.229,4000,3.3,0.1016,55.5,0.002211,1e-15,
126.001,1000,17.4,0.0254,55.5,0.016570599999999998,-1e-15,
115.893,10000,0.0,0.1016,31.7,0.00150092,-1e-15,
117.504,2000,12.6,0.1524,71.3,0.0483159,-1e-15,
115.691,5000,5.4,0.1524,31.7,0.00525474,-1e-15,
128.119,1250,4.0,0.2286,31.7,0.00509068,1e-15,
116.92,6300,5.3,0.2286,71.3,0.0051942,-1e-15,
127.006,2500,2.0,0.2286,71.3,0.00293031,1e-15,
126.416,500,0.0,0.3048,55.5,0.00283081,0.0,
128.809,315,9.9,0.1524,31.7,0.0252785,1e-15,
122.394,3150,4.0,0.2286,55.5,0.0042862,-1e-15,
126.752,1600,2.0,0.2286,55.5,0.00313525,1e-15,
118.545,1600,9.9,0.1524,39.6,0.0233328,-1e-15,
120.061,5000,5.4,0.1524,71.3,0.00401199,-1e-15,
125.22,12500,0.0,0.0508,71.3,0.000740478,1e-15,
115.215,6300,15.4,0.0508,71.3,0.0264269,-1e-15,
117.996,5000,17.4,0.0254,31.7,0.017663099999999998,-1e-15,
113.288,5000,7.2,0.1524,39.6,0.00909175,-1e-15,
126.805,400,15.4,0.0508,71.3,0.0264269,1e-15,
109.619,12500,0.0,0.3048,39.6,0.00310138,-1e-15,
133.58700000000002,3150,4.2,0.0508,39.6,0.00152689,1e-15,
132.54,2000,0.0,0.1016,55.5,0.00131983,1e-15,
116.723,5000,8.9,0.1016,71.3,0.0103088,-1e-15,
108.034,4000,12.6,0.1524,71.3,0.0483159,-1e-15,
121.485,1600,15.4,0.0508,31.7,0.0289853,-1e-15,
116.956,250,17.4,0.0254,31.7,0.017663099999999998,-1e-15,
127.398,10000,4.8,0.0254,71.3,0.000848633,1e-15,
127.039,500,4.0,0.2286,39.6,0.00473801,1e-15,
120.726,6300,9.5,0.0254,31.7,0.00461377,-1e-15,
135.227,3150,0.0,0.0254,31.7,0.000439472,1e-15,
115.372,8000,1.5,0.3048,71.3,0.00336729,-1e-15,
114.309,3150,7.3,0.2286,39.6,0.0123481,-1e-15,
119.975,200,15.4,0.0508,31.7,0.0289853,-1e-15,
116.22,4000,8.9,0.1016,39.6,0.0124596,-1e-15,
126.632,1600,1.5,0.3048,71.3,0.00336729,1e-15,
108.407,4000,12.3,0.1016,31.7,0.0418756,-1e-15,
115.863,4000,4.0,0.3048,39.6,0.00579636,-1e-15,
122.679,1250,9.9,0.1524,71.3,0.0193001,-1e-15,
120.497,2500,5.4,0.1524,39.6,0.00485029,-1e-15,
125.941,200,11.2,0.0508,71.3,0.014072,-1e-15,
130.964,1250,9.5,0.0254,39.6,0.00449821,1e-15,
128.583,1000,0.0,0.1524,55.5,0.00172668,1e-15,
122.754,315,15.6,0.1016,39.6,0.0528487,-1e-15,
112.803,16000,0.0,0.1524,55.5,0.00172668,1e-15,
128.401,3150,3.3,0.1016,39.6,0.00245138,1e-15,
133.38,1250,5.3,0.2286,71.3,0.0051942,1e-15,
131.279,500,9.9,0.1524,71.3,0.0193001,1e-15,
131.605,400,9.9,0.1524,55.5,0.0208438,1e-15,
131.44799999999998,630,6.7,0.1016,71.3,0.00478288,1e-15,
123.775,2500,4.0,0.3048,71.3,0.00497773,-1e-15,
126.54,2000,0.0,0.2286,55.5,0.00229336,1e-15,
118.41,6300,0.0,0.2286,55.5,0.00229336,-1e-15,
119.294,315,9.5,0.0254,39.6,0.00449821,-1e-15,
116.967,10000,4.2,0.0508,39.6,0.00152689,-1e-15,
126.838,1000,3.0,0.3048,31.7,0.00529514,1e-15,
128.545,200,12.3,0.1016,39.6,0.0408268,1e-15,
114.709,2500,7.3,0.2286,31.7,0.0132672,-1e-15,
119.91,12500,0.0,0.1016,55.5,0.00131983,1e-15,
126.537,4000,12.7,0.0254,39.6,0.013025299999999998,1e-15,
118.634,1250,19.7,0.0508,39.6,0.036484,-1e-15,
128.339,1250,4.0,0.2286,39.6,0.00473801,1e-15,
117.724,2000,19.7,0.0508,39.6,0.036484,-1e-15,
125.16,3150,0.0,0.2286,55.5,0.00229336,-1e-15,
125.194,1000,7.3,0.2286,55.5,0.0111706,-1e-15,
120.136,250,9.5,0.0254,31.7,0.00461377,-1e-15,
132.134,1000,4.0,0.2286,55.5,0.0042862,1e-15,
131.015,1000,4.0,0.3048,71.3,0.00497773,1e-15,
132.27100000000002,1250,0.0,0.1016,39.6,0.00146332,1e-15,
131.111,2000,5.4,0.1524,71.3,0.00401199,1e-15,
115.52,4000,11.2,0.0508,39.6,0.015047799999999997,-1e-15,
125.107,5000,12.7,0.0254,39.6,0.013025299999999998,1e-15,
134.227,10000,0.0,0.0254,31.7,0.000439472,1e-15,
127.117,1250,5.4,0.1524,39.6,0.00485029,1e-15,
128.708,800,3.0,0.3048,31.7,0.00529514,1e-15,
133.48,800,5.3,0.2286,71.3,0.0051942,1e-15,
123.217,20000,0.0,0.0254,71.3,0.000400682,1e-15,
128.086,800,0.0,0.3048,55.5,0.00283081,1e-15,
136.886,630,17.4,0.0254,31.7,0.017663099999999998,1e-15,
124.555,800,19.7,0.0508,71.3,0.034118300000000004,-1e-15,
125.094,12500,4.8,0.0254,55.5,0.000873218,1e-15,
125.452,630,9.5,0.0254,55.5,0.0043284,-1e-15,
133.251,2000,0.0,0.1016,39.6,0.00146332,1e-15,
127.893,1000,15.4,0.0508,39.6,0.0282593,1e-15,
133.153,2000,0.0,0.1016,31.7,0.00150092,1e-15,
129.934,3150,9.5,0.0254,39.6,0.00449821,1e-15,
133.59799999999998,4000,4.2,0.0508,71.3,0.00142788,1e-15,
125.116,400,2.0,0.2286,71.3,0.00293031,-1e-15,
136.10299999999998,6300,0.0,0.0254,55.5,0.00041229,1e-15,
113.858,5000,3.0,0.3048,31.7,0.00529514,-1e-15,
128.72299999999998,1000,4.0,0.3048,39.6,0.00579636,1e-15,
125.683,16000,0.0,0.0254,55.5,0.00041229,1e-15,
118.994,2500,7.3,0.2286,55.5,0.0111706,-1e-15,
121.318,2500,12.3,0.1016,71.3,0.033779199999999995,-1e-15,
132.118,400,7.2,0.1524,39.6,0.00909175,1e-15,
127.461,2000,0.0,0.3048,71.3,0.00266337,1e-15,
120.654,4000,4.0,0.2286,55.5,0.0042862,-1e-15,
124.346,1600,6.7,0.1016,31.7,0.00592927,-1e-15,
121.407,2500,2.0,0.2286,31.7,0.00372371,-1e-15,
120.527,4000,2.0,0.2286,31.7,0.00372371,-1e-15,
121.635,1250,9.9,0.1524,55.5,0.0208438,-1e-15,
112.139,10000,0.0,0.3048,39.6,0.00310138,-1e-15,
128.595,315,9.9,0.1524,39.6,0.0233328,1e-15,
126.743,1250,15.4,0.0508,39.6,0.0282593,1e-15,
120.981,2500,1.5,0.3048,39.6,0.00392107,-1e-15,
121.587,3150,5.4,0.1524,55.5,0.00433288,-1e-15,
126.661,500,1.5,0.3048,39.6,0.00392107,1e-15,
127.815,500,9.9,0.1524,55.5,0.0208438,1e-15,
127.864,4000,9.5,0.0254,39.6,0.00449821,1e-15,
113.086,10000,2.0,0.2286,71.3,0.00293031,-1e-15,
121.889,4000,2.7,0.1524,39.6,0.00294804,-1e-15,
123.742,3150,2.0,0.2286,55.5,0.00313525,-1e-15,
129.68,1600,0.0,0.0508,71.3,0.000740478,1e-15,
107.985,6300,12.3,0.1016,39.6,0.0408268,-1e-15,
119.649,2500,4.0,0.2286,39.6,0.00473801,-1e-15,
131.186,5000,9.5,0.0254,71.3,0.00420654,1e-15,
112.541,6300,5.3,0.2286,39.6,0.00614329,-1e-15,
124.881,4000,3.3,0.1016,39.6,0.00245138,-1e-15,
133.95600000000002,2500,0.0,0.0508,55.5,0.00076193,1e-15,
125.539,800,9.9,0.1524,31.7,0.0252785,-1e-15,
140.158,500,12.3,0.1016,71.3,0.033779199999999995,1e-15,
124.106,2500,0.0,0.3048,55.5,0.00283081,-1e-15,
130.089,250,7.3,0.2286,31.7,0.0132672,1e-15,
122.411,630,17.4,0.0254,55.5,0.016570599999999998,-1e-15,
121.399,2500,0.0,0.3048,39.6,0.00310138,-1e-15,
117.284,4000,7.3,0.2286,55.5,0.0111706,-1e-15,
120.766,400,17.4,0.0254,31.7,0.017663099999999998,-1e-15,
118.385,2500,19.7,0.0508,71.3,0.034118300000000004,-1e-15,
122.439,2500,3.0,0.3048,55.5,0.00452492,-1e-15,
117.789,5000,0.0,0.3048,39.6,0.00310138,-1e-15,
133.252,3150,9.5,0.0254,55.5,0.0043284,1e-15,
120.227,4000,2.0,0.2286,39.6,0.00346574,-1e-15,
110.894,2000,15.6,0.1016,39.6,0.0528487,-1e-15,
117.925,2000,9.9,0.1524,39.6,0.0233328,-1e-15,
120.657,630,22.2,0.0254,71.3,0.0214178,-1e-15,
127.076,1250,0.0,0.0508,55.5,0.00076193,1e-15,
122.539,1000,7.3,0.2286,39.6,0.0123481,-1e-15,
119.708,20000,4.8,0.0254,71.3,0.000848633,1e-15,
134.996,4000,4.8,0.0254,39.6,0.000907475,1e-15,
121.659,2000,4.0,0.2286,39.6,0.00473801,-1e-15,
123.583,630,0.0,0.1524,55.5,0.00172668,-1e-15,
115.818,6300,7.3,0.2286,71.3,0.0104404,-1e-15,
128.082,800,9.5,0.0254,55.5,0.0043284,1e-15,
124.166,2500,17.4,0.0254,31.7,0.017663099999999998,-1e-15,
126.395,250,4.0,0.3048,71.3,0.00497773,-9.990063885447054e-16,126.3994071223602
123.417,400,2.0,0.2286,31.7,0.00372371,-1e-15,
130.114,2000,2.7,0.1524,71.3,0.00243851,1e-15,
127.318,800,12.3,0.1016,71.3,0.033779199999999995,1e-15,
116.815,6300,0.0,0.2286,31.7,0.0027238,-1e-15,
123.879,400,4.0,0.2286,39.6,0.00473801,-1e-15,
130.715,500,4.0,0.3048,71.3,0.00497773,1e-15,
104.13,5000,12.6,0.1524,39.6,0.05841130000000001,-1e-15,
123.312,315,3.0,0.3048,39.6,0.00495741,-1e-15,
130.349,630,4.0,0.2286,31.7,0.00509068,1e-15,
119.598,2500,3.0,0.3048,31.7,0.00529514,-1e-15,
124.756,400,9.5,0.0254,31.7,0.00461377,-1e-15,
119.135,5000,15.4,0.0508,71.3,0.0264269,-1e-15,
116.181,4000,5.4,0.1524,31.7,0.00525474,-1e-15,
127.488,250,7.2,0.1524,39.6,0.00909175,1e-15,
124.625,3150,0.0,0.2286,39.6,0.00253511,-1e-15,
123.41,4000,0.0,0.2286,55.5,0.00229336,-1e-15,
135.248,5000,4.8,0.0254,31.7,0.000930789,1e-15,
113.129,8000,4.0,0.2286,39.6,0.00473801,-1e-15,
118.113,4000,15.4,0.0508,39.6,0.0282593,-1e-15,
122.044,6300,0.0,0.2286,71.3,0.00214345,-1e-15,
110.307,3150,12.3,0.1016,31.7,0.0418756,-1e-15,
135.07,3150,0.0,0.0508,71.3,0.000740478,1e-15,
131.80700000000002,630,5.4,0.1524,55.5,0.00433288,1e-15,
123.988,12500,0.0,0.0508,39.6,0.000791822,1e-15,
119.319,250,0.0,0.3048,39.6,0.00310138,-1e-15,
120.575,1600,19.7,0.0508,71.3,0.034118300000000004,-1e-15,
128.306,1250,17.4,0.0254,31.7,0.017663099999999998,1e-15,
122.966,500,8.4,0.0508,31.7,0.00580776,-1e-15,
119.54,315,0.0,0.2286,55.5,0.00229336,-1e-15,
123.061,4000,0.0,0.3048,71.3,0.00266337,-1e-15,
106.26,3150,12.6,0.1524,39.6,0.05841130000000001,-1e-15,
125.857,250,12.3,0.1016,31.7,0.0418756,-1e-15,
134.273,1000,7.2,0.1524,71.3,0.00752039,1e-15,
109.254,3150,15.6,0.1016,39.6,0.0528487,-1e-15,
129.964,630,4.0,0.2286,55.5,0.0042862,1e-15,
114.474,20000,0.0,0.2286,71.3,0.00214345,1e-15,
130.392,2500,3.3,0.1016,31.7,0.00251435,1e-15,
133.553,1600,0.0,0.1016,31.7,0.00150092,1e-15,
130.791,2500,3.3,0.1016,39.6,0.00245138,1e-15,
110.78,1600,12.6,0.1524,39.6,0.05841130000000001,-1e-15,
130.30700000000002,800,2.0,0.2286,31.7,0.00372371,1e-15,
120.716,315,22.2,0.0254,39.6,0.0229028,-1e-15,
132.043,500,7.2,0.1524,71.3,0.00752039,1e-15,
130.46,1600,5.3,0.2286,71.3,0.0051942,1e-15,
135.953,800,6.7,0.1016,55.5,0.0052139,1e-15,
118.005,200,19.7,0.0508,71.3,0.034118300000000004,-1e-15,
126.514,1600,3.0,0.3048,71.3,0.00425727,1e-15,
114.418,10000,12.7,0.0254,71.3,0.0121808,-1e-15,
125.555,800,15.4,0.0508,31.7,0.0289853,-1e-15,
133.42,200,8.9,0.1016,39.6,0.0124596,1e-15,
130.086,2500,9.5,0.0254,31.7,0.00461377,1e-15,
114.714,250,17.4,0.0254,39.6,0.0172206,-1e-15,
127.299,200,9.9,0.1524,31.7,0.0252785,1e-15,
129.869,1000,4.0,0.2286,31.7,0.00509068,1e-15,
122.435,1000,12.3,0.1016,39.6,0.0408268,-1e-15,
124.393,5000,0.0,0.1016,31.7,0.00150092,-1e-15,
129.116,12500,0.0,0.0254,39.6,0.000428464,1e-15,
131.06,2000,0.0,0.0508,71.3,0.000740478,1e-15,
121.93,10000,0.0,0.1016,55.5,0.00131983,1e-15,
123.227,800,22.2,0.0254,71.3,0.0214178,-1e-15,
128.252,3150,3.3,0.1016,31.7,0.00251435,1e-15,
120.015,400,8.4,0.0508,39.6,0.00566229,-1e-15,
129.691,315,5.3,0.2286,39.6,0.00614329,1e-15,
119.07,12500,0.0,0.0508,31.7,0.000812164,1e-15,
128.401,800,0.0,0.1016,39.6,0.00146332,1e-15,
125.809,630,2.7,0.1524,39.6,0.00294804,-1e-15,
135.308,4000,0.0,0.0508,39.6,0.000791822,1e-15,
126.677,500,2.0,0.2286,31.7,0.00372371,1e-15,
130.567,1600,5.4,0.1524,55.5,0.00433288,1e-15,
128.49200000000002,800,2.0,0.2286,55.5,0.00313525,1e-15,
122.779,315,0.0,0.3048,39.6,0.00310138,-1.0000000000000003e-15,
112.16,1250,12.6,0.1524,39.6,0.05841130000000001,-1e-15,
136.384,250,7.3,0.2286,55.5,0.0111706,1e-15,
125.724,1250,7.3,0.2286,55.5,0.0111706,-1e-15,
129.667,1600,0.0,0.1524,71.3,0.0015988,1e-15,
113.004,3150,19.7,0.0508,39.6,0.036484,-1e-15,
114.042,6300,3.0,0.3048,39.6,0.00495741,-1e-15,
127.947,1250,0.0,0.0254,31.7,0.000439472,1e-15,
131.808,4000,12.7,0.0254,71.3,0.0121808,1e-15,
116.165,6300,4.0,0.3048,71.3,0.00497773,-1e-15,
137.207,8000,0.0,0.0254,31.7,0.000439472,1e-15,
127.307,1000,0.0,0.1524,71.3,0.0015988,1e-15,
129.006,630,9.5,0.0254,31.7,0.00461377,1e-15,
138.523,500,8.9,0.1016,71.3,0.0103088,1e-15,
126.021,5000,0.0,0.1016,39.6,0.00146332,1e-15,
115.304,500,15.6,0.1016,39.6,0.0528487,-1e-15,
123.177,6300,12.7,0.0254,39.6,0.013025299999999998,-1e-15,
129.94899999999998,800,3.0,0.3048,55.5,0.00452492,1e-15,
129.415,315,12.3,0.1016,39.6,0.0408268,1e-15,
119.505,2000,9.9,0.1524,55.5,0.0208438,-1e-15,
127.92,800,0.0,0.1016,55.5,0.00131983,1e-15,
121.146,5000,8.4,0.0508,71.3,0.00529514,-1e-15,
119.039,1600,7.3,0.2286,31.7,0.0132672,-1e-15,
129.27,1250,0.0,0.0508,31.7,0.000812164,1e-15,
120.534,8000,2.7,0.1524,71.3,0.00243851,-1e-15,
123.689,2000,0.0,0.3048,39.6,0.00310138,-1e-15,
128.127,2500,0.0,0.1524,71.3,0.0015988,1e-15,
129.292,630,3.0,0.3048,39.6,0.00495741,1e-15,
133.664,1600,3.3,0.1016,71.3,0.00202822,1e-15,
130.05,1250,11.2,0.0508,39.6,0.015047799999999997,1e-15,
139.438,400,7.3,0.2286,71.3,0.0104404,1e-15,
126.413,630,0.0,0.1016,31.7,0.00150092,0.0,
125.048,400,12.7,0.0254,71.3,0.0121808,-1e-15,
121.728,4000,4.0,0.2286,71.3,0.00400603,-1e-15,
126.049,630,9.9,0.1524,31.7,0.0252785,-1e-15,
132.30100000000002,2000,3.3,0.1016,39.6,0.00245138,1e-15,
124.108,3150,4.0,0.2286,71.3,0.00400603,-1e-15,
125.268,8000,4.2,0.0508,71.3,0.00142788,1e-15,
122.893,250,15.4,0.0508,39.6,0.0282593,-1e-15,
116.924,250,9.5,0.0254,39.6,0.00449821,-1e-15,
120.569,8000,3.3,0.1016,55.5,0.002211,-1e-15,
127.556,800,8.4,0.0508,71.3,0.00529514,1e-15,
135.866,8000,0.0,0.0254,39.6,0.000428464,1e-15,
131.364,1250,17.4,0.0254,39.6,0.0172206,1e-15,
117.054,2500,12.3,0.1016,55.5,0.0368233,-1e-15,
126.195,500,0.0,0.2286,39.6,0.00253511,-1e-15,
128.939,500,4.0,0.2286,31.7,0.00509068,1e-15,
132.05,1600,0.0,0.1016,55.5,0.00131983,1e-15,
124.364,5000,2.7,0.1524,71.3,0.00243851,-1e-15,
126.746,2500,17.4,0.0254,71.3,0.016104,1e-15,
128.216,800,2.0,0.2286,71.3,0.00293031,1e-15,
123.354,1600,7.3,0.2286,55.5,0.0111706,-1e-15,
107.267,6300,12.3,0.1016,31.7,0.0418756,-1e-15,
119.916,6300,17.4,0.0254,71.3,0.016104,-1e-15,
120.324,630,19.7,0.0508,39.6,0.036484,-1e-15,
125.581,1000,5.3,0.2286,39.6,0.00614329,-1e-15,
125.576,2500,8.4,0.0508,31.7,0.00580776,-1e-15,
117.604,1600,19.7,0.0508,39.6,0.036484,-1e-15,
129.395,1250,4.0,0.3048,71.3,0.00497773,1e-15,
133.40200000000002,1600,3.3,0.1016,31.7,0.00251435,1e-15,
129.395,6300,0.0,0.1016,71.3,0.00121072,1e-15,
136.284,315,7.3,0.2286,55.5,0.0111706,1e-15,
122.365,1600,0.0,0.3048,31.7,0.00331266,-1e-15,
129.491,800,5.3,0.2286,39.6,0.00614329,1e-15,
125.824,4000,0.0,0.2286,71.3,0.00214345,1e-15,
129.02700000000002,2500,12.7,0.0254,39.6,0.013025299999999998,1e-15,
113.733,5000,4.0,0.3048,39.6,0.00579636,-1e-15,
124.493,315,15.4,0.0508,39.6,0.0282593,-1e-15,
124.024,2500,3.0,0.3048,71.3,0.00425727,-1e-15,
112.209,3150,9.9,0.1524,31.7,0.0252785,-1e-15,
130.67,400,11.2,0.0508,39.6,0.015047799999999997,1e-15,
107.147,5000,12.3,0.1016,31.7,0.0418756,-1e-15,
132.796,6300,0.0,0.0508,55.5,0.00076193,1e-15,
124.403,630,0.0,0.1524,39.6,0.00193287,-1e-15,
