class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,lambda,offset
4,2,6,4,4,5,9,8,4,4,7,6,6,3,8,7,4,0.414476169678,-0.02276691450601387
21,7,13,7,7,4,8,5,4,4,6,7,7,5,7,3,7,0.255392508297,-0.026383602867033895
21,7,8,7,6,3,3,10,6,8,13,12,8,3,9,1,7,0.216688766135,-0.025768053452913886
4,3,6,4,4,3,8,7,5,7,10,5,6,3,8,3,9,0.0139808993219,-0.030157717273962215
4,7,11,6,6,5,8,8,4,7,10,5,6,6,6,7,6,0.595014650164,-0.028034274607172893
21,6,11,8,8,8,9,7,8,5,6,7,9,6,8,4,6,0.64,
4,1,0,2,1,1,6,7,8,6,7,6,6,2,8,3,8,0.0,
21,7,9,8,7,3,3,10,6,7,13,11,8,3,9,1,7,0.306534287433,-0.029127755124341626
21,2,3,3,2,1,5,8,5,6,10,9,8,3,9,2,6,0.0,
21,8,9,9,7,5,3,9,5,8,10,10,10,3,9,2,6,0.0393062793051,-0.026290884484458377
4,4,7,5,5,4,10,6,3,6,11,4,7,3,8,3,9,0.0,
21,2,6,3,4,1,7,5,14,5,7,12,8,3,9,0,8,0.335649294527,-0.023484875742310618
21,4,6,6,6,5,7,6,5,4,6,6,8,4,8,1,7,0.19405622236,-0.02201175443316783
21,4,10,6,8,10,7,7,4,4,7,6,8,11,7,8,8,0.64,
21,4,4,5,3,2,4,8,5,7,12,10,9,3,9,2,7,0.261718881207,-0.021693155815342258
21,2,3,3,2,1,6,8,6,6,7,9,9,3,9,0,8,0.0,
4,5,9,5,4,3,8,7,3,6,10,5,7,5,8,7,6,0.377306868617,-0.020731203264549913
4,3,7,5,5,6,8,8,5,4,7,6,6,6,8,7,6,0.64,
21,3,6,4,4,4,8,8,6,5,6,7,9,3,8,3,7,0.41350223988,-0.023819413575979498
4,3,7,5,5,4,8,8,5,5,9,6,4,3,8,3,7,0.0,
21,7,9,7,7,5,3,8,5,7,10,9,9,3,9,2,6,0.0,
21,3,5,4,3,2,5,8,5,7,10,9,9,3,9,2,6,0.0,
21,6,10,9,8,11,8,5,4,4,7,7,7,11,8,6,10,0.64,
21,5,7,7,5,5,8,7,8,5,6,7,9,3,8,4,6,0.266335485818,-0.028658234016654127
4,8,13,8,7,4,9,5,4,6,11,3,7,5,6,6,11,0.18968459095,-0.027883440926056657
4,6,11,6,6,4,5,9,5,7,10,7,6,5,8,6,5,0.64,
4,3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,7,0.0,
4,4,9,6,7,4,9,6,5,7,9,3,6,3,8,3,8,0.221296916052,-0.02718727263009213
21,2,0,2,1,0,7,5,10,4,7,12,8,3,10,0,8,0.0181005939073,-0.02564601598223637
21,4,5,5,4,2,4,8,5,8,10,9,9,3,9,2,6,0.0,
4,2,6,4,4,3,7,7,5,6,7,6,5,3,8,3,7,0.0,
21,5,7,5,5,2,4,8,6,7,9,10,9,3,9,2,5,0.120846782021,-0.028538845015677827
21,5,9,6,8,7,7,7,4,4,6,6,8,5,7,2,7,0.130806183983,-0.02467923457575294
4,5,10,6,8,6,5,7,9,7,7,6,6,2,8,3,8,0.120892102665,-0.02897981800500582
21,3,2,4,4,1,7,5,12,5,7,14,7,3,9,0,8,0.26417607999,-0.025085352685396023
4,4,6,5,5,4,6,6,6,7,7,6,8,4,6,5,5,0.336966328986,-0.029891519053045545
21,6,8,6,6,4,4,8,5,7,10,8,9,3,9,2,5,0.0,
21,4,8,6,6,7,7,6,4,3,7,7,8,10,8,5,7,0.627978044463,-0.029846435558162243
4,2,5,4,3,3,9,6,4,6,10,4,6,2,8,3,8,0.0,
21,3,7,4,5,4,8,6,7,5,7,6,8,3,8,4,5,0.64,
21,1,0,2,1,0,8,6,11,4,7,12,8,3,10,0,8,0.00307254733723,-0.024824863559999355
4,5,9,7,6,6,9,7,3,6,11,5,6,4,7,4,8,0.0,
4,4,6,5,5,5,7,7,5,6,7,5,9,4,6,6,5,0.388191505891,-0.03146400281370787
21,3,7,5,6,5,7,7,4,4,6,6,9,4,8,1,8,0.0,
21,4,6,4,4,1,8,5,12,5,7,15,8,3,9,0,8,0.406654414155,-0.03222296514662548
4,5,10,6,7,3,5,7,10,9,7,6,5,3,8,4,8,0.0,
4,1,0,1,0,0,6,7,6,4,7,6,6,2,8,2,8,0.611010357407,-0.027386155371867282
4,6,9,8,7,5,10,6,3,9,11,4,7,4,6,4,9,0.481591533764,-0.026657856871620034
4,8,15,7,8,5,6,7,4,7,8,5,7,6,9,7,5,0.449143672785,-0.02018741921131406
21,5,8,6,6,3,7,8,6,8,5,9,9,3,9,1,8,0.0634796102846,-0.028105920053208
4,3,7,4,5,2,6,6,10,9,5,5,6,3,8,4,8,0.241102020317,-0.027726700760439593
4,8,13,8,7,4,11,3,5,5,13,2,11,5,7,4,9,0.633351614456,-0.026458300803457346
21,4,6,5,5,5,7,6,5,4,6,7,8,4,8,1,7,0.0666960086012,-0.027334271956295675
21,5,9,7,6,4,4,8,7,9,9,10,11,3,9,1,7,0.429341282884,-0.021211314744685517
21,3,4,4,3,2,4,8,5,6,11,10,9,3,9,1,7,0.0,
21,5,5,6,4,2,3,9,5,7,11,11,9,3,9,1,6,0.0205508524601,-0.030145681598066076
21,4,6,5,4,3,6,7,5,6,8,6,8,3,9,3,6,0.64,
21,6,10,6,5,3,7,6,5,4,6,7,7,5,6,3,6,0.0340319163949,-0.0346760969548956
4,6,11,8,8,7,7,7,6,6,7,7,7,7,7,3,7,0.534075948692,-0.031000510214219013
4,3,1,4,3,3,7,7,6,7,7,6,5,2,8,3,7,0.187531038501,-0.030785899201535294
4,3,5,4,4,3,7,7,6,6,7,6,5,5,8,3,7,0.239728756402,-0.03331557706249266
21,7,10,8,8,5,3,8,5,7,10,10,10,3,9,2,6,0.0,
4,4,8,4,6,2,5,8,10,8,8,7,5,3,8,4,8,0.201815145436,-0.031933743936369385
4,7,12,7,6,4,12,2,4,5,12,1,9,4,7,2,11,0.64,
4,3,6,5,4,6,9,8,4,5,7,6,6,4,8,8,5,0.0081066474478,-0.028310474155443188
4,3,5,5,4,3,9,7,5,7,9,4,5,3,8,3,8,0.0,
4,3,8,3,6,2,5,7,10,8,6,6,5,3,8,4,8,0.0,
4,5,11,6,8,7,10,6,3,6,10,3,6,3,8,3,9,0.106034291706,-0.03325767902109744
4,4,10,5,7,3,6,7,11,9,7,6,6,3,8,4,8,0.0,
21,2,5,3,4,2,7,8,7,8,8,9,7,3,9,1,8,0.64,
21,3,7,3,5,1,7,6,13,5,8,13,8,3,9,0,8,0.129912848024,-0.026951903734926286
4,5,10,7,7,5,10,6,4,7,11,3,6,4,6,4,8,0.0,
4,3,8,4,6,2,5,6,10,8,5,5,5,3,8,4,8,0.0,
4,5,9,5,5,3,5,8,4,6,9,6,6,4,10,6,5,0.617401948518,-0.022405479162195263
4,4,8,5,6,4,7,7,7,7,7,6,4,3,8,3,7,0.0,
4,2,1,2,2,1,6,7,9,6,6,6,6,2,8,3,8,0.348508575702,-0.030165172866261747
21,5,5,6,4,3,5,8,5,8,10,8,9,3,9,3,5,0.0538913503879,-0.029833126144600763
21,6,10,6,6,4,7,6,5,5,7,8,9,5,8,3,8,0.00525360080636,-0.028237284199764012
4,4,8,6,6,4,8,7,6,7,10,5,5,3,8,3,8,0.0,
4,2,3,3,2,2,7,7,6,6,7,6,6,2,8,3,7,0.0,
21,6,11,8,8,5,8,9,4,6,5,8,9,6,9,2,8,0.39180003302,-0.0313726413994283
21,4,5,4,7,2,7,5,14,5,7,14,8,3,9,0,8,0.0,
21,5,9,5,6,2,8,4,14,6,7,14,8,3,9,0,8,0.0,
4,6,13,6,7,5,11,5,4,6,10,4,7,5,9,6,10,0.64,
4,2,4,4,2,2,8,7,4,6,10,5,6,2,8,3,8,0.0,
4,3,5,5,3,3,7,7,6,7,7,6,5,2,8,3,7,0.0,
4,4,11,6,8,7,8,7,5,6,7,7,4,3,8,3,6,0.64,
21,12,14,10,8,4,6,5,4,7,3,9,6,6,7,2,7,0.64,
4,5,10,6,7,5,7,7,8,8,6,5,5,3,9,4,8,0.0,
21,3,3,4,1,1,4,9,5,6,11,10,9,3,10,2,7,0.360363478806,-0.028416248313004155
21,4,10,4,8,4,7,6,13,4,7,12,8,3,9,0,8,-8.67361737988e-18,
21,4,6,4,4,2,7,4,14,5,7,13,8,3,9,0,8,0.0296337663769,-0.03129287638747036
21,4,8,6,6,7,9,6,5,5,6,7,6,6,8,5,6,0.64,
4,4,10,6,8,5,7,7,9,7,7,6,5,3,8,4,8,0.0,
4,3,9,5,7,4,8,7,7,7,7,7,4,3,8,3,7,0.277064386983,-0.02402843389943987
4,2,5,4,3,3,9,6,4,6,10,4,6,2,8,3,8,0.0,
4,3,4,4,3,2,7,7,7,7,7,6,5,2,8,3,7,0.0,
21,4,7,6,5,8,8,8,4,4,6,7,8,7,8,5,8,0.574389705216,-0.029459688157321362
21,5,10,5,7,2,7,4,15,6,7,14,8,3,9,0,8,0.0,
4,4,9,4,4,2,13,3,3,4,12,1,8,3,7,1,10,0.64,
4,4,9,6,6,6,8,8,5,5,10,5,5,3,8,3,8,0.0,
21,4,7,6,6,5,7,7,4,4,6,6,9,4,8,2,9,0.478597773296,-0.031656424201064626
4,4,8,5,6,8,9,7,5,5,7,6,6,4,7,7,6,0.017766392363,-0.02795884162001716
21,8,12,7,6,4,5,6,5,4,7,7,10,7,8,4,10,0.64,
21,7,11,9,8,5,6,10,6,8,7,10,9,3,9,1,8,0.490600464472,-0.029642380093289677
21,4,7,6,5,7,8,7,4,3,6,7,8,7,9,5,7,0.0,
21,5,11,6,8,5,6,9,5,6,6,9,10,5,11,1,8,0.484481820945,-0.021211215177836862
21,3,2,4,4,2,6,8,5,7,6,9,9,3,9,1,7,0.0,
21,2,3,3,2,1,5,8,5,6,11,9,9,3,9,1,6,0.0,
4,7,11,9,8,8,8,8,5,6,10,5,5,6,8,6,11,0.401594799579,-0.022959245905420866
21,5,11,5,8,4,7,5,12,4,7,13,8,3,9,0,7,0.213601398353,-0.032166005132346576
21,5,9,7,8,7,7,7,4,4,6,6,9,4,8,2,9,0.520311210299,-0.026580855790619307
21,4,9,5,7,2,7,5,15,5,7,13,8,3,9,0,8,0.0,
21,10,11,10,8,4,3,9,6,9,12,12,9,3,9,1,7,0.308219559766,-0.029626483927686742
4,5,9,7,8,7,6,7,6,7,7,6,9,5,5,7,4,0.315644193037,-0.03216669463190436
21,4,7,5,5,4,5,8,5,6,9,7,9,3,9,3,6,0.221460225681,-0.035518654514384185
4,3,6,4,4,3,5,8,8,7,8,7,6,2,8,3,8,0.327102388577,-0.027735635922457424
4,4,9,5,7,5,10,6,4,5,10,3,6,3,7,3,8,0.298022593795,-0.028637928579347216
21,2,1,3,2,1,6,8,6,6,6,9,9,3,9,0,8,0.0147579033874,-0.03225072340240542
21,2,0,2,0,0,7,5,10,4,7,13,8,3,10,0,8,0.00255299965474,-0.023673564886420917
21,5,6,5,4,2,4,9,6,7,10,10,9,3,9,2,5,0.0,
4,8,15,7,8,6,10,5,4,7,10,4,7,6,7,9,8,0.548943210096,-0.03217755360666108
21,3,6,4,4,1,7,5,13,5,7,13,8,3,9,0,8,0.0,
4,5,11,7,8,8,7,7,6,6,6,6,5,6,8,3,7,0.230846588084,-0.03155372121614164
4,5,11,7,8,5,8,8,6,7,10,6,4,4,7,5,10,0.361210108,-0.029047930452641868
4,4,6,6,4,4,9,7,4,6,10,4,5,3,8,3,8,0.0,
21,4,7,6,5,7,8,7,4,4,6,7,8,7,10,5,7,0.337796074098,-0.02804417835340489
21,4,7,4,5,2,7,4,14,5,7,13,8,3,9,0,8,0.0,
4,4,6,6,4,4,8,8,5,5,9,5,4,4,8,4,8,0.242102448407,-0.03156174639550269
21,3,3,4,5,2,8,4,14,5,7,12,8,3,9,0,8,0.244630820311,-0.024274516698440718
4,4,7,4,5,2,5,7,10,8,7,6,5,3,8,4,8,0.0,
4,5,10,8,8,11,9,9,5,5,7,6,6,5,8,11,6,0.316328568823,-0.03025652995268935
21,9,10,9,8,4,3,8,6,8,12,11,10,3,9,2,6,0.0,
21,3,2,5,3,2,6,8,6,8,7,10,9,3,9,1,8,0.0,
4,2,0,2,1,1,5,7,8,6,6,6,6,2,8,3,8,0.0,
21,5,6,5,4,2,4,9,5,7,12,11,8,3,9,1,6,0.0533291913462,-0.026133625880165434
4,3,8,5,6,4,8,8,4,5,9,5,4,3,8,3,7,0.104708128646,-0.025184927637487586
4,3,9,5,7,5,8,7,6,6,7,6,4,3,8,3,7,0.0,
21,2,3,3,2,1,6,8,5,7,9,7,8,3,9,3,6,0.59754016696,-0.029972872676987672
4,2,7,4,5,4,7,7,4,6,7,6,6,3,8,2,7,0.347473270728,-0.029485369699759456
4,5,10,7,7,7,9,7,4,6,9,4,6,3,8,3,8,0.0,
4,5,10,5,5,3,7,7,4,6,9,6,6,5,9,7,5,0.0,
4,4,6,6,4,5,9,6,4,5,10,3,6,3,7,3,8,0.502275469698,-0.032595997364745166
21,10,14,9,8,4,6,4,4,6,4,7,6,6,5,2,7,0.457994984921,-0.020337106481355782
4,4,10,4,7,5,6,7,9,7,5,3,7,2,7,3,8,0.64,
21,6,9,8,7,10,9,7,4,5,5,8,7,11,9,6,6,0.571470785558,-0.022539237943093537
4,5,10,6,8,6,6,8,9,8,7,6,5,2,8,3,7,0.065679908965,-0.02624281225884184
21,4,5,5,4,2,5,8,5,8,10,8,8,3,9,3,5,0.0,
4,1,0,2,0,0,6,7,7,6,7,6,6,2,8,3,8,0.0712075869281,-0.0308526783948484
21,6,10,5,5,4,8,6,4,4,7,7,7,5,7,3,7,0.331079631246,-0.029889318458214187
4,3,7,3,5,2,5,6,10,7,5,4,5,3,8,3,8,0.451115390902,-0.027709980972230985
21,6,7,7,5,3,4,10,6,7,12,11,8,3,9,2,7,0.266822872807,-0.031872331744782434
21,2,1,2,1,1,8,5,11,4,6,13,8,3,10,0,8,0.225669324624,-0.029211445557614457
