class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,lambda,offset
4,6,9,8,7,6,10,6,3,7,11,4,7,4,7,4,9,0.0,
4,5,8,6,6,4,10,6,3,8,11,4,6,3,8,3,9,0.0,
21,5,8,5,6,2,7,4,14,6,7,14,8,3,9,0,8,0.0,
4,2,1,2,1,1,7,7,6,6,7,6,5,2,8,2,7,0.0,
21,8,9,9,7,5,5,6,6,9,8,6,8,5,9,5,2,0.641338027373,-0.030355435961725963
21,8,9,9,7,4,3,8,6,8,10,11,10,3,9,2,5,0.218070998435,-0.0272743948902312
21,6,10,5,5,3,7,5,4,5,3,8,6,5,7,2,7,0.456437033138,-0.030227131829998255
21,6,7,6,5,3,3,8,5,7,10,10,9,3,9,2,6,0.0,
21,3,2,4,4,2,6,8,5,6,6,8,9,6,10,1,7,0.618544138261,-0.029269506690466796
4,4,8,6,6,4,7,8,7,6,10,6,5,3,8,4,8,0.0,
21,6,9,6,7,4,5,7,7,8,8,6,9,3,9,3,4,0.632843584827,-0.028141919350263445
21,4,9,5,6,4,7,6,12,4,6,12,8,3,9,0,8,-1.30104260698e-18,
4,1,0,2,0,0,6,7,7,6,7,6,6,2,8,3,8,0.0781156808346,-0.02618466919600837
21,2,1,3,2,1,7,8,6,7,7,10,8,3,9,1,8,0.0,
21,8,13,8,7,5,7,6,5,5,7,8,8,5,7,3,8,0.0,
21,2,5,4,4,3,7,7,3,3,6,6,9,4,8,1,8,0.635009565037,-0.025405002899128615
4,4,7,5,5,2,5,7,10,9,7,7,6,3,8,4,8,0.0,
21,4,4,5,3,2,4,8,5,8,10,9,9,3,9,2,6,0.0,
21,3,3,3,5,1,8,5,13,5,6,13,8,3,9,0,8,0.0,
21,4,11,6,8,4,8,8,6,7,4,8,9,6,10,1,8,0.643846278201,-0.033031779564121067
4,2,6,4,4,5,9,8,4,4,7,6,6,3,8,7,4,0.429281575155,-0.0298837218812944
21,7,13,7,7,4,8,5,4,4,6,7,7,5,7,3,7,0.243144479548,-0.03232454825347475
21,7,8,7,6,3,3,10,6,8,13,12,8,3,9,1,7,0.159530708078,-0.03268969053429116
4,3,6,4,4,3,8,7,5,7,10,5,6,3,8,3,9,0.0262026567496,-0.031023897346095897
4,7,11,6,6,5,8,8,4,7,10,5,6,6,6,7,6,0.592638300636,-0.029902366031329786
21,6,11,8,8,8,9,7,8,5,6,7,9,6,8,4,6,0.82,
4,1,0,2,1,1,6,7,8,6,7,6,6,2,8,3,8,0.0,
21,7,9,8,7,3,3,10,6,7,13,11,8,3,9,1,7,0.301859546298,-0.028228485104962897
21,2,3,3,2,1,5,8,5,6,10,9,8,3,9,2,6,0.0,
21,8,9,9,7,5,3,9,5,8,10,10,10,3,9,2,6,0.0457353064875,-0.021194922321841503
4,4,7,5,5,4,10,6,3,6,11,4,7,3,8,3,9,0.0,
21,2,6,3,4,1,7,5,14,5,7,12,8,3,9,0,8,0.324030029634,-0.028091290051881268
21,4,6,6,6,5,7,6,5,4,6,6,8,4,8,1,7,0.217702767135,-0.021788125007392356
21,4,10,6,8,10,7,7,4,4,7,6,8,11,7,8,8,0.698794783507,-0.025653344057956717
21,4,4,5,3,2,4,8,5,7,12,10,9,3,9,2,7,0.26273781451,-0.023467882667599138
21,2,3,3,2,1,6,8,6,6,7,9,9,3,9,0,8,0.0,
4,5,9,5,4,3,8,7,3,6,10,5,7,5,8,7,6,0.383814975139,-0.02595032782257367
4,3,7,5,5,6,8,8,5,4,7,6,6,6,8,7,6,0.751991607671,-0.022506773457317664
21,3,6,4,4,4,8,8,6,5,6,7,9,3,8,3,7,0.42822920305,-0.026003152026008225
4,3,7,5,5,4,8,8,5,5,9,6,4,3,8,3,7,0.0,
21,7,9,7,7,5,3,8,5,7,10,9,9,3,9,2,6,0.0,
21,3,5,4,3,2,5,8,5,7,10,9,9,3,9,2,6,0.0,
21,6,10,9,8,11,8,5,4,4,7,7,7,11,8,6,10,0.656974898142,-0.027954423289071495
21,5,7,7,5,5,8,7,8,5,6,7,9,3,8,4,6,0.270770967706,-0.02613418730974737
4,8,13,8,7,4,9,5,4,6,11,3,7,5,6,6,11,0.20244518004,-0.03126942857817694
4,6,11,6,6,4,5,9,5,7,10,7,6,5,8,6,5,0.723415903796,-0.02845996053431854
4,3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,7,0.0,
4,4,9,6,7,4,9,6,5,7,9,3,6,3,8,3,8,0.21517773313,-0.023017001392136693
21,2,0,2,1,0,7,5,10,4,7,12,8,3,10,0,8,0.0341112234866,-0.020854282332098406
21,4,5,5,4,2,4,8,5,8,10,9,9,3,9,2,6,0.0,
4,2,6,4,4,3,7,7,5,6,7,6,5,3,8,3,7,0.0,
21,5,7,5,5,2,4,8,6,7,9,10,9,3,9,2,5,0.129138500094,-0.02690310894839887
21,5,9,6,8,7,7,7,4,4,6,6,8,5,7,2,7,0.128100467839,-0.029584862719798988
4,5,10,6,8,6,5,7,9,7,7,6,6,2,8,3,8,0.13068040307,-0.03294372307747517
21,3,2,4,4,1,7,5,12,5,7,14,7,3,9,0,8,0.274147450678,-0.022089168667336123
4,4,6,5,5,4,6,6,6,7,7,6,8,4,6,5,5,0.29133339879,-0.029548211792683077
21,6,8,6,6,4,4,8,5,7,10,8,9,3,9,2,5,0.0,
21,4,8,6,6,7,7,6,4,3,7,7,8,10,8,5,7,0.621622168366,-0.0330840036667116
4,2,5,4,3,3,9,6,4,6,10,4,6,2,8,3,8,0.0,
21,3,7,4,5,4,8,6,7,5,7,6,8,3,8,4,5,0.689219865183,-0.03159666393480076
21,1,0,2,1,0,8,6,11,4,7,12,8,3,10,0,8,-2.77555756156e-17,
4,5,9,7,6,6,9,7,3,6,11,5,6,4,7,4,8,0.0,
4,4,6,5,5,5,7,7,5,6,7,5,9,4,6,6,5,0.35948289448,-0.029154646216029256
21,3,7,5,6,5,7,7,4,4,6,6,9,4,8,1,8,0.0,
21,4,6,4,4,1,8,5,12,5,7,15,8,3,9,0,8,0.42371665509,-0.029094866167862388
4,5,10,6,7,3,5,7,10,9,7,6,5,3,8,4,8,0.0,
4,1,0,1,0,0,6,7,6,4,7,6,6,2,8,2,8,0.610271964806,-0.025233552911670953
4,6,9,8,7,5,10,6,3,9,11,4,7,4,6,4,9,0.479505011779,-0.026966724822641064
4,8,15,7,8,5,6,7,4,7,8,5,7,6,9,7,5,0.464800048305,-0.0291876817973038
21,5,8,6,6,3,7,8,6,8,5,9,9,3,9,1,8,0.008045932481,-0.024817217629364507
4,3,7,4,5,2,6,6,10,9,5,5,6,3,8,4,8,0.231688073033,-0.02266634127346223
4,8,13,8,7,4,11,3,5,5,13,2,11,5,7,4,9,0.629418501281,-0.023372329794428826
21,4,6,5,5,5,7,6,5,4,6,7,8,4,8,1,7,0.10444549569,-0.024927780881582873
21,5,9,7,6,4,4,8,7,9,9,10,11,3,9,1,7,0.421644815401,-0.025370971055947322
21,3,4,4,3,2,4,8,5,6,11,10,9,3,9,1,7,0.0,
21,5,5,6,4,2,3,9,5,7,11,11,9,3,9,1,6,0.0321957269006,-0.028081031518256916
21,4,6,5,4,3,6,7,5,6,8,6,8,3,9,3,6,0.82,
21,6,10,6,5,3,7,6,5,4,6,7,7,5,6,3,6,0.0349125689713,-0.030247672509311152
4,6,11,8,8,7,7,7,6,6,7,7,7,7,7,3,7,0.486704810548,-0.024883698576258162
4,3,1,4,3,3,7,7,6,7,7,6,5,2,8,3,7,0.180781402642,-0.02800973881658675
4,3,5,4,4,3,7,7,6,6,7,6,5,5,8,3,7,0.229819553547,-0.02365450971238614
21,7,10,8,8,5,3,8,5,7,10,10,10,3,9,2,6,0.0,
4,4,8,4,6,2,5,8,10,8,8,7,5,3,8,4,8,0.182201436496,-0.024842708930991053
4,7,12,7,6,4,12,2,4,5,12,1,9,4,7,2,11,0.659499831627,-0.02813485402100513
4,3,6,5,4,6,9,8,4,5,7,6,6,4,8,8,5,0.00108706338127,-0.03184574984867394
4,3,5,5,4,3,9,7,5,7,9,4,5,3,8,3,8,0.0,
4,3,8,3,6,2,5,7,10,8,6,6,5,3,8,4,8,0.0,
4,5,11,6,8,7,10,6,3,6,10,3,6,3,8,3,9,0.0950607567105,-0.03027273052141144
4,4,10,5,7,3,6,7,11,9,7,6,6,3,8,4,8,0.0,
21,2,5,3,4,2,7,8,7,8,8,9,7,3,9,1,8,0.71305981203,-0.02698556305920219
21,3,7,3,5,1,7,6,13,5,8,13,8,3,9,0,8,0.125823632394,-0.033567908992162
4,5,10,7,7,5,10,6,4,7,11,3,6,4,6,4,8,0.0,
4,3,8,4,6,2,5,6,10,8,5,5,5,3,8,4,8,0.0,
4,5,9,5,5,3,5,8,4,6,9,6,6,4,10,6,5,0.621064371835,-0.02940510275517605
4,4,8,5,6,4,7,7,7,7,7,6,4,3,8,3,7,0.0,
4,2,1,2,2,1,6,7,9,6,6,6,6,2,8,3,8,0.05719887313,-0.029181393333149286
21,5,5,6,4,3,5,8,5,8,10,8,9,3,9,3,5,0.0700182353354,-0.029451796034526412
21,6,10,6,6,4,7,6,5,5,7,8,9,5,8,3,8,0.044341335787,-0.02041216620471431
4,4,8,6,6,4,8,7,6,7,10,5,5,3,8,3,8,0.0,
4,2,3,3,2,2,7,7,6,6,7,6,6,2,8,3,7,0.0,
21,6,11,8,8,5,8,9,4,6,5,8,9,6,9,2,8,0.401826031101,-0.026149606936767045
21,4,5,4,7,2,7,5,14,5,7,14,8,3,9,0,8,0.0,
21,5,9,5,6,2,8,4,14,6,7,14,8,3,9,0,8,0.0,
4,6,13,6,7,5,11,5,4,6,10,4,7,5,9,6,10,0.642490784657,-0.031291850044982805
4,2,4,4,2,2,8,7,4,6,10,5,6,2,8,3,8,0.0,
4,3,5,5,3,3,7,7,6,7,7,6,5,2,8,3,7,0.0,
4,4,11,6,8,7,8,7,5,6,7,7,4,3,8,3,6,0.717422605574,-0.03222642927552055
21,12,14,10,8,4,6,5,4,7,3,9,6,6,7,2,7,0.744128876733,-0.026114884099881053
4,5,10,6,7,5,7,7,8,8,6,5,5,3,9,4,8,0.0,
21,3,3,4,1,1,4,9,5,6,11,10,9,3,10,2,7,0.35854457532,-0.02951942794193152
21,4,10,4,8,4,7,6,13,4,7,12,8,3,9,0,8,0.0,
21,4,6,4,4,2,7,4,14,5,7,13,8,3,9,0,8,0.0287755220616,-0.03136773196099374
21,4,8,6,6,7,9,6,5,5,6,7,6,6,8,5,6,0.82,
4,4,10,6,8,5,7,7,9,7,7,6,5,3,8,4,8,0.0,
4,3,9,5,7,4,8,7,7,7,7,7,4,3,8,3,7,0.275563544837,-0.02677742699494745
4,2,5,4,3,3,9,6,4,6,10,4,6,2,8,3,8,0.0,
4,3,4,4,3,2,7,7,7,7,7,6,5,2,8,3,7,0.0,
21,4,7,6,5,8,8,8,4,4,6,7,8,7,8,5,8,0.578935670928,-0.029182456734014428
21,5,10,5,7,2,7,4,15,6,7,14,8,3,9,0,8,0.0,
4,4,9,4,4,2,13,3,3,4,12,1,8,3,7,1,10,0.82,
4,4,9,6,6,6,8,8,5,5,10,5,5,3,8,3,8,0.0,
21,4,7,6,6,5,7,7,4,4,6,6,9,4,8,2,9,0.533068223656,-0.02352193795540214
4,4,8,5,6,8,9,7,5,5,7,6,6,4,7,7,6,0.0389189853722,-0.02968832003267985
21,8,12,7,6,4,5,6,5,4,7,7,10,7,8,4,10,0.805455941938,-0.030252779353739045
21,7,11,9,8,5,6,10,6,8,7,10,9,3,9,1,8,0.49294144126,-0.029764597557669026
21,4,7,6,5,7,8,7,4,3,6,7,8,7,9,5,7,0.0,
21,5,11,6,8,5,6,9,5,6,6,9,10,5,11,1,8,0.482460441456,-0.02551955643795467
21,3,2,4,4,2,6,8,5,7,6,9,9,3,9,1,7,0.0,
21,2,3,3,2,1,5,8,5,6,11,9,9,3,9,1,6,0.0,
4,7,11,9,8,8,8,8,5,6,10,5,5,6,8,6,11,0.408230132484,-0.028187167235231625
21,5,11,5,8,4,7,5,12,4,7,13,8,3,9,0,7,0.219919142472,-0.02717665192381702
21,5,9,7,8,7,7,7,4,4,6,6,9,4,8,2,9,0.510616530052,-0.03232311407726385
21,4,9,5,7,2,7,5,15,5,7,13,8,3,9,0,8,0.0,
21,10,11,10,8,4,3,9,6,9,12,12,9,3,9,1,7,0.317157563704,-0.020548411791647014
4,5,9,7,8,7,6,7,6,7,7,6,9,5,5,7,4,0.313559525756,-0.028757019049651333
21,4,7,5,5,4,5,8,5,6,9,7,9,3,9,3,6,0.229047256214,-0.03365722591328524
4,3,6,4,4,3,5,8,8,7,8,7,6,2,8,3,8,0.332269279987,-0.024035983186548204
4,4,9,5,7,5,10,6,4,5,10,3,6,3,7,3,8,0.303957860419,-0.033364110163732086
21,2,1,3,2,1,6,8,6,6,6,9,9,3,9,0,8,0.0412725861837,-0.021495541974292154
21,2,0,2,0,0,7,5,10,4,7,13,8,3,10,0,8,0.0100523596523,-0.023165140204615686
21,5,6,5,4,2,4,9,6,7,10,10,9,3,9,2,5,0.0,
4,8,15,7,8,6,10,5,4,7,10,4,7,6,7,9,8,0.533205488413,-0.02020049699690274
21,3,6,4,4,1,7,5,13,5,7,13,8,3,9,0,8,0.0,
4,5,11,7,8,8,7,7,6,6,6,6,5,6,8,3,7,0.183812125203,-0.031222256537072335
4,5,11,7,8,5,8,8,6,7,10,6,4,4,7,5,10,0.34085271988,-0.024142248879207573
4,4,6,6,4,4,9,7,4,6,10,4,5,3,8,3,8,0.0,
21,4,7,6,5,7,8,7,4,4,6,7,8,7,10,5,7,0.338674796272,-0.02586772320677344
21,4,7,4,5,2,7,4,14,5,7,13,8,3,9,0,8,0.0,
4,4,6,6,4,4,8,8,5,5,9,5,4,4,8,4,8,0.241547717619,-0.0346874112640414
21,3,3,4,5,2,8,4,14,5,7,12,8,3,9,0,8,0.246357985743,-0.02453164265297425
4,4,7,4,5,2,5,7,10,8,7,6,5,3,8,4,8,0.0,
4,5,10,8,8,11,9,9,5,5,7,6,6,5,8,11,6,0.291301404402,-0.02921499597729671
21,9,10,9,8,4,3,8,6,8,12,11,10,3,9,2,6,0.0,
21,3,2,5,3,2,6,8,6,8,7,10,9,3,9,1,8,0.0,
4,2,0,2,1,1,5,7,8,6,6,6,6,2,8,3,8,0.0,
21,5,6,5,4,2,4,9,5,7,12,11,8,3,9,1,6,0.0455023732067,-0.024870128002335568
4,3,8,5,6,4,8,8,4,5,9,5,4,3,8,3,7,0.103726085069,-0.0286699441374636
4,3,9,5,7,5,8,7,6,6,7,6,4,3,8,3,7,0.0,
21,2,3,3,2,1,6,8,5,7,9,7,8,3,9,3,6,0.603560955526,-0.021084114831025014
4,2,7,4,5,4,7,7,4,6,7,6,6,3,8,2,7,0.32533535553,-0.02777896275429592
4,5,10,7,7,7,9,7,4,6,9,4,6,3,8,3,8,0.0,
4,5,10,5,5,3,7,7,4,6,9,6,6,5,9,7,5,0.0,
4,4,6,6,4,5,9,6,4,5,10,3,6,3,7,3,8,0.495481704417,-0.025461913110183643
21,10,14,9,8,4,6,4,4,6,4,7,6,6,5,2,7,0.417708371046,-0.026462163264361904
4,4,10,4,7,5,6,7,9,7,5,3,7,2,7,3,8,0.704664201197,-0.02499152593089815
21,6,9,8,7,10,9,7,4,5,5,8,7,11,9,6,6,0.5784729508,-0.020201202844578048
4,5,10,6,8,6,6,8,9,8,7,6,5,2,8,3,7,0.0721446391675,-0.02630029017220803
21,4,5,5,4,2,5,8,5,8,10,8,8,3,9,3,5,0.0,
4,1,0,2,0,0,6,7,7,6,7,6,6,2,8,3,8,0.0621926261257,-0.02618466919600837
