class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,lambda,offset
4,5,9,6,7,6,8,8,7,6,8,7,3,5,8,4,9,0.0,
4,3,5,5,4,3,9,6,4,6,10,4,6,2,8,3,8,0.0,
21,7,13,7,7,3,6,5,5,6,3,9,8,5,9,2,7,0.0,
21,6,10,6,8,3,8,4,15,6,7,15,8,3,9,0,8,0.0,
4,4,9,4,4,3,7,8,4,7,10,5,6,4,8,5,6,0.0,
21,3,7,3,5,1,7,5,13,5,7,13,8,3,9,0,8,0.0,
4,5,6,6,5,5,6,7,5,7,6,4,7,3,7,5,6,0.0,
4,5,10,8,8,5,9,8,5,8,10,5,4,4,7,5,9,0.0,
21,2,3,3,1,1,4,8,5,6,11,10,8,3,10,1,6,0.0,
4,5,9,6,7,3,6,8,11,10,8,7,6,3,8,4,8,0.0,
4,7,13,7,7,4,10,4,3,6,10,2,7,5,7,4,12,0.0,
4,4,8,5,6,4,7,7,5,5,7,6,7,4,8,3,7,0.0003709164400981587,2.88586026602664
4,3,4,5,3,3,8,7,4,6,9,5,6,2,8,3,8,0.0,
4,2,3,3,2,2,9,6,4,6,10,5,6,2,8,2,8,0.0,
4,4,5,4,8,3,5,7,11,8,7,7,5,3,8,4,8,0.0,
21,5,10,6,8,2,7,5,13,6,8,15,8,3,9,0,8,0.0,
21,9,13,8,8,5,8,5,4,6,6,7,6,6,8,4,6,7.026265617620406e-06,2.1112274859469977
21,5,10,7,8,5,5,9,6,8,8,10,9,3,9,1,8,1.0323629174630675e-06,2.550142639859331
21,4,9,5,7,4,8,6,13,4,7,11,8,3,9,0,8,0.0,
21,8,11,8,8,6,3,8,5,8,10,8,10,5,10,4,4,0.0,
4,4,11,6,8,5,8,7,6,8,7,6,5,6,8,3,7,0.0,
21,2,6,3,4,1,8,6,12,5,7,13,8,3,9,0,8,0.0,
21,9,10,9,8,7,5,7,5,9,8,6,9,8,9,6,1,0.0,
4,7,10,7,5,3,10,4,4,5,11,3,8,5,7,5,11,0.0,
21,5,4,5,6,2,7,4,14,5,7,14,8,3,9,0,8,0.0,
21,4,9,6,6,3,4,9,7,7,10,11,9,3,9,1,8,0.0,
21,3,3,3,4,1,7,6,13,5,7,13,8,3,9,0,8,0.0,
4,5,10,6,8,6,6,8,9,7,7,7,5,3,6,5,9,0.0,
21,5,7,6,5,5,8,7,8,5,6,7,9,3,8,4,6,0.0,
21,3,7,3,5,2,8,6,12,4,7,11,8,3,9,0,8,0.0,
21,5,10,8,8,11,9,6,4,4,7,7,7,8,8,5,7,0.0,
21,4,6,6,4,3,5,8,7,8,9,10,10,3,9,1,8,0.0,
21,5,9,7,6,6,8,8,8,5,6,7,9,3,8,4,5,0.0,
21,4,5,5,4,2,4,8,5,7,11,10,9,3,9,2,6,0.0,
4,2,1,2,2,1,6,7,8,7,6,6,6,2,8,3,8,0.0,
21,2,1,3,1,1,7,5,11,5,7,14,8,3,10,0,8,0.0,
4,6,9,5,5,4,6,7,5,6,9,6,7,5,9,6,5,7.293438411870713e-05,2.815046553452376
21,4,4,5,3,2,4,9,5,7,11,10,9,3,9,2,7,0.0,
21,1,0,1,0,0,7,6,10,4,7,12,8,3,10,0,8,0.0,
4,4,10,5,8,5,7,7,6,7,7,7,5,6,8,3,7,0.0,
4,5,11,6,9,4,5,8,11,9,8,7,5,3,8,4,8,0.0,
4,4,8,5,6,4,7,8,7,8,8,7,5,3,8,3,7,0.0,
21,4,10,4,7,2,7,5,15,5,7,13,8,3,9,0,8,0.0,
21,4,2,5,3,2,7,8,6,8,7,10,9,3,9,1,8,0.0,
4,4,9,6,7,6,9,7,4,6,10,5,5,3,8,3,8,0.0,
21,4,7,5,5,2,7,5,12,5,7,15,8,3,9,0,8,0.0,
4,4,10,5,8,6,7,7,6,6,6,5,5,3,8,3,7,0.0,
21,5,9,6,6,6,8,6,8,5,7,6,9,3,8,4,5,1.2819800948680954e-06,3.0000233632456315
21,3,6,5,4,4,8,8,8,5,6,7,9,3,8,4,6,5.339077112091998e-06,3.081699364794261
21,5,9,5,6,4,4,8,5,7,10,9,9,3,9,2,5,0.0,
4,4,9,5,6,5,7,7,6,6,7,6,5,3,8,3,7,0.0,
4,3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,7,0.0,
21,5,7,6,5,4,5,7,5,7,9,7,9,3,9,3,6,7.016998283709475e-05,2.2168498757326915
21,3,6,4,4,2,7,4,14,5,7,13,8,3,9,0,8,0.0,
21,3,6,4,4,1,8,5,13,5,7,14,8,3,9,0,8,0.0,
4,1,0,1,1,0,6,7,8,5,7,6,6,2,8,2,8,3.535182490186721e-05,2.669355810652135
4,8,14,7,8,6,7,7,4,7,10,6,7,6,7,8,4,0.0,
21,3,5,4,3,2,5,8,4,7,10,8,9,3,9,2,6,1.573174140826716e-05,3.029416898006204
21,3,6,4,6,4,8,7,4,3,6,6,8,4,8,1,7,0.0,
4,7,12,6,6,4,10,4,3,6,10,2,7,4,7,4,12,0.0,
21,3,3,3,4,2,7,4,14,5,7,12,8,3,9,0,8,0.0,
21,5,9,5,7,2,7,4,14,5,7,14,8,3,9,0,8,0.0,
21,9,11,8,6,4,9,6,6,7,3,9,7,5,9,3,5,0.0,
4,2,7,4,5,4,7,7,6,5,7,6,4,3,8,2,7,0.0,
4,3,5,4,7,2,5,6,11,7,5,5,5,3,8,4,8,0.0,
21,5,8,5,6,4,8,6,11,4,8,13,7,3,9,0,8,0.0,
4,3,4,5,3,3,9,6,4,6,10,4,5,2,8,3,8,0.0,
4,3,7,3,5,2,5,7,10,8,7,6,5,3,8,4,8,0.0,
21,5,7,5,5,3,4,8,6,6,9,8,9,3,9,3,5,0.0,
4,3,6,3,4,2,6,8,9,8,8,7,6,3,8,3,8,0.0,
21,2,0,2,1,0,8,5,11,4,7,13,8,3,10,0,8,0.0,
21,8,11,9,8,6,4,8,6,8,9,7,9,7,9,6,1,0.0,
4,2,2,3,3,2,7,7,6,6,7,6,5,2,8,3,7,0.0,
4,6,11,6,6,3,10,4,3,6,9,3,7,4,7,4,11,0.0,
4,3,5,4,4,3,7,7,7,7,6,6,5,2,8,3,7,0.0,
21,6,8,7,6,5,4,8,5,7,9,7,9,4,8,3,4,2.6149808715185676e-05,1.9980139786693059
4,4,7,4,5,4,5,7,8,7,6,5,6,2,8,3,8,0.0,
4,5,11,7,8,6,7,8,8,7,7,7,4,4,7,5,9,0.0,
4,3,7,3,5,3,6,7,9,7,6,5,6,2,8,3,7,0.0,
4,10,15,9,8,6,9,5,4,7,9,5,7,6,10,6,8,7.138088896457112e-06,1.9889683737133907
4,2,4,4,3,2,8,7,4,6,10,4,5,2,8,2,8,0.0,
4,4,5,5,4,3,7,7,7,7,7,6,5,2,8,3,7,0.0,
4,4,8,6,6,4,8,7,5,7,11,5,5,3,8,3,8,0.0,
4,4,9,5,7,3,5,7,10,8,7,6,5,3,8,4,8,0.0,
21,5,11,8,8,11,9,6,4,4,6,7,7,11,8,5,7,0.0,
4,5,11,7,8,5,11,5,4,7,10,2,6,3,8,3,9,0.0,
21,5,11,6,8,2,8,5,14,5,6,14,9,3,9,0,8,0.0,
4,5,10,6,8,6,7,7,7,7,7,6,5,3,8,3,7,0.0,
4,6,9,6,5,3,8,6,5,6,10,4,6,4,7,6,10,0.0,
21,1,0,2,1,0,8,6,11,4,7,12,8,3,10,0,8,0.0,
21,7,11,8,9,4,3,9,6,7,11,11,10,3,9,2,6,0.0,
4,4,8,6,6,8,9,7,5,6,7,5,6,5,6,8,7,0.0,
4,5,6,7,5,5,6,7,5,7,7,4,7,3,7,5,6,0.0,
4,8,14,7,8,5,6,7,5,6,9,6,6,5,8,7,4,0.0,
21,2,1,3,2,1,8,8,6,6,5,9,8,3,9,1,8,0.0,
21,3,7,5,5,4,8,9,8,5,4,7,11,3,7,3,7,0.0,
4,4,9,6,6,5,6,7,8,7,7,7,5,3,8,3,8,0.0,
4,5,3,6,4,4,7,7,7,7,7,6,4,3,8,3,7,0.0,
4,6,9,8,7,6,10,6,3,7,11,4,7,4,7,4,9,0.0,
4,5,8,6,6,4,10,6,3,8,11,4,6,3,8,3,9,0.0,
21,5,8,5,6,2,7,4,14,6,7,14,8,3,9,0,8,0.0,
4,2,1,2,1,1,7,7,6,6,7,6,5,2,8,2,7,5.217956470934883e-07,2.4258932841032816
21,8,9,9,7,5,5,6,6,9,8,6,8,5,9,5,2,0.00014412474920450934,2.0745562281348526
21,8,9,9,7,4,3,8,6,8,10,11,10,3,9,2,5,0.0,
21,6,10,5,5,3,7,5,4,5,3,8,6,5,7,2,7,0.0,
21,6,7,6,5,3,3,8,5,7,10,10,9,3,9,2,6,0.0,
21,3,2,4,4,2,6,8,5,6,6,8,9,6,10,1,7,0.0,
4,4,8,6,6,4,7,8,7,6,10,6,5,3,8,4,8,0.0,
21,6,9,6,7,4,5,7,7,8,8,6,9,3,9,3,4,0.0,
21,4,9,5,6,4,7,6,12,4,6,12,8,3,9,0,8,0.0,
4,1,0,2,0,0,6,7,7,6,7,6,6,2,8,3,8,0.0,
21,2,1,3,2,1,7,8,6,7,7,10,8,3,9,1,8,0.0,
21,8,13,8,7,5,7,6,5,5,7,8,8,5,7,3,8,-8.470329472543003e-22,
21,2,5,4,4,3,7,7,3,3,6,6,9,4,8,1,8,0.0,
4,4,7,5,5,2,5,7,10,9,7,7,6,3,8,4,8,0.0,
21,4,4,5,3,2,4,8,5,8,10,9,9,3,9,2,6,0.0,
21,3,3,3,5,1,8,5,13,5,6,13,8,3,9,0,8,0.0,
21,4,11,6,8,4,8,8,6,7,4,8,9,6,10,1,8,0.0,
4,2,6,4,4,5,9,8,4,4,7,6,6,3,8,7,4,6.344288069043171e-05,3.188818560220909
21,7,13,7,7,4,8,5,4,4,6,7,7,5,7,3,7,0.0,
21,7,8,7,6,3,3,10,6,8,13,12,8,3,9,1,7,0.0,
4,3,6,4,4,3,8,7,5,7,10,5,6,3,8,3,9,0.0,
4,7,11,6,6,5,8,8,4,7,10,5,6,6,6,7,6,0.0,
21,6,11,8,8,8,9,7,8,5,6,7,9,6,8,4,6,0.0,
4,1,0,2,1,1,6,7,8,6,7,6,6,2,8,3,8,2.0282776548650083e-07,2.11776456093493
21,7,9,8,7,3,3,10,6,7,13,11,8,3,9,1,7,0.0,
21,2,3,3,2,1,5,8,5,6,10,9,8,3,9,2,6,0.0,
21,8,9,9,7,5,3,9,5,8,10,10,10,3,9,2,6,0.0,
4,4,7,5,5,4,10,6,3,6,11,4,7,3,8,3,9,0.0,
21,2,6,3,4,1,7,5,14,5,7,12,8,3,9,0,8,0.0,
21,4,6,6,6,5,7,6,5,4,6,6,8,4,8,1,7,1.939079239816513e-05,2.399720779241477
21,4,10,6,8,10,7,7,4,4,7,6,8,11,7,8,8,7.21712262109828e-05,2.7186241625244065
21,4,4,5,3,2,4,8,5,7,12,10,9,3,9,2,7,0.0,
21,2,3,3,2,1,6,8,6,6,7,9,9,3,9,0,8,0.0,
4,5,9,5,4,3,8,7,3,6,10,5,7,5,8,7,6,0.0,
4,3,7,5,5,6,8,8,5,4,7,6,6,6,8,7,6,4.606590401425719e-06,2.6468424088403424
21,3,6,4,4,4,8,8,6,5,6,7,9,3,8,3,7,2.6673644993548053e-05,2.8977761318764266
4,3,7,5,5,4,8,8,5,5,9,6,4,3,8,3,7,0.0,
21,7,9,7,7,5,3,8,5,7,10,9,9,3,9,2,6,0.0,
21,3,5,4,3,2,5,8,5,7,10,9,9,3,9,2,6,0.0,
21,6,10,9,8,11,8,5,4,4,7,7,7,11,8,6,10,0.0,
21,5,7,7,5,5,8,7,8,5,6,7,9,3,8,4,6,0.0,
4,8,13,8,7,4,9,5,4,6,11,3,7,5,6,6,11,0.0,
4,6,11,6,6,4,5,9,5,7,10,7,6,5,8,6,5,9.866569970527149e-07,0.9648361055659649
4,3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,7,0.0,
4,4,9,6,7,4,9,6,5,7,9,3,6,3,8,3,8,0.0,
21,2,0,2,1,0,7,5,10,4,7,12,8,3,10,0,8,0.0,
21,4,5,5,4,2,4,8,5,8,10,9,9,3,9,2,6,0.0,
4,2,6,4,4,3,7,7,5,6,7,6,5,3,8,3,7,0.0,
21,5,7,5,5,2,4,8,6,7,9,10,9,3,9,2,5,0.0,
21,5,9,6,8,7,7,7,4,4,6,6,8,5,7,2,7,4.701316640897175e-05,1.9350800562939696
4,5,10,6,8,6,5,7,9,7,7,6,6,2,8,3,8,0.0,
21,3,2,4,4,1,7,5,12,5,7,14,7,3,9,0,8,0.0,
4,4,6,5,5,4,6,6,6,7,7,6,8,4,6,5,5,1.1671291754258914e-05,2.7013238867418323
21,6,8,6,6,4,4,8,5,7,10,8,9,3,9,2,5,0.0,
21,4,8,6,6,7,7,6,4,3,7,7,8,10,8,5,7,0.0,
4,2,5,4,3,3,9,6,4,6,10,4,6,2,8,3,8,0.0,
21,3,7,4,5,4,8,6,7,5,7,6,8,3,8,4,5,7.897771329909741e-05,2.4152487999789827
21,1,0,2,1,0,8,6,11,4,7,12,8,3,10,0,8,0.0,
4,5,9,7,6,6,9,7,3,6,11,5,6,4,7,4,8,0.0,
4,4,6,5,5,5,7,7,5,6,7,5,9,4,6,6,5,4.712497943080418e-05,2.8646705308622984
21,3,7,5,6,5,7,7,4,4,6,6,9,4,8,1,8,1.5987189594641748e-06,2.429940638708686
21,4,6,4,4,1,8,5,12,5,7,15,8,3,9,0,8,0.0,
4,5,10,6,7,3,5,7,10,9,7,6,5,3,8,4,8,0.0,
4,1,0,1,0,0,6,7,6,4,7,6,6,2,8,2,8,1.2725482507582921e-05,2.787994347577481
4,6,9,8,7,5,10,6,3,9,11,4,7,4,6,4,9,0.0,
4,8,15,7,8,5,6,7,4,7,8,5,7,6,9,7,5,8.470329472543003e-22,1.398229374554802
21,5,8,6,6,3,7,8,6,8,5,9,9,3,9,1,8,0.0,
4,3,7,4,5,2,6,6,10,9,5,5,6,3,8,4,8,0.0,
4,8,13,8,7,4,11,3,5,5,13,2,11,5,7,4,9,1.0693645334985432e-05,2.4134037325665645
21,4,6,5,5,5,7,6,5,4,6,7,8,4,8,1,7,0.0,
21,5,9,7,6,4,4,8,7,9,9,10,11,3,9,1,7,0.0,
21,3,4,4,3,2,4,8,5,6,11,10,9,3,9,1,7,0.0,
21,5,5,6,4,2,3,9,5,7,11,11,9,3,9,1,6,0.0,
21,4,6,5,4,3,6,7,5,6,8,6,8,3,9,3,6,0.00023703213085632903,1.7130274346812655
21,6,10,6,5,3,7,6,5,4,6,7,7,5,6,3,6,0.0,
4,6,11,8,8,7,7,7,6,6,7,7,7,7,7,3,7,0.0002618745420431234,2.4882641846037075
4,3,1,4,3,3,7,7,6,7,7,6,5,2,8,3,7,0.0,
4,3,5,4,4,3,7,7,6,6,7,6,5,5,8,3,7,0.0,
21,7,10,8,8,5,3,8,5,7,10,10,10,3,9,2,6,0.0,
4,4,8,4,6,2,5,8,10,8,8,7,5,3,8,4,8,0.0,
4,7,12,7,6,4,12,2,4,5,12,1,9,4,7,2,11,0.0,
4,3,6,5,4,6,9,8,4,5,7,6,6,4,8,8,5,0.0,
4,3,5,5,4,3,9,7,5,7,9,4,5,3,8,3,8,0.0,
4,3,8,3,6,2,5,7,10,8,6,6,5,3,8,4,8,0.0,
4,5,11,6,8,7,10,6,3,6,10,3,6,3,8,3,9,0.0,
4,4,10,5,7,3,6,7,11,9,7,6,6,3,8,4,8,0.0,
21,2,5,3,4,2,7,8,7,8,8,9,7,3,9,1,8,7.300412018910301e-05,2.060273046033018
21,3,7,3,5,1,7,6,13,5,8,13,8,3,9,0,8,0.0,
4,5,10,7,7,5,10,6,4,7,11,3,6,4,6,4,8,0.0,
4,3,8,4,6,2,5,6,10,8,5,5,5,3,8,4,8,0.0,
4,5,9,5,5,3,5,8,4,6,9,6,6,4,10,6,5,5.9305385856525e-06,2.1180046251725173
4,4,8,5,6,4,7,7,7,7,7,6,4,3,8,3,7,0.0,
4,2,1,2,2,1,6,7,9,6,6,6,6,2,8,3,8,0.0,
21,5,5,6,4,3,5,8,5,8,10,8,9,3,9,3,5,0.0,
21,6,10,6,6,4,7,6,5,5,7,8,9,5,8,3,8,0.0,
4,4,8,6,6,4,8,7,6,7,10,5,5,3,8,3,8,0.0,
4,2,3,3,2,2,7,7,6,6,7,6,6,2,8,3,7,7.288494735114952e-07,2.495961489259855
21,6,11,8,8,5,8,9,4,6,5,8,9,6,9,2,8,0.0,
21,4,5,4,7,2,7,5,14,5,7,14,8,3,9,0,8,0.0,
21,5,9,5,6,2,8,4,14,6,7,14,8,3,9,0,8,0.0,
4,6,13,6,7,5,11,5,4,6,10,4,7,5,9,6,10,0.0,
4,2,4,4,2,2,8,7,4,6,10,5,6,2,8,3,8,0.0,
4,3,5,5,3,3,7,7,6,7,7,6,5,2,8,3,7,0.0,
4,4,11,6,8,7,8,7,5,6,7,7,4,3,8,3,6,0.0,
21,12,14,10,8,4,6,5,4,7,3,9,6,6,7,2,7,0.0,
4,5,10,6,7,5,7,7,8,8,6,5,5,3,9,4,8,0.0,
21,3,3,4,1,1,4,9,5,6,11,10,9,3,10,2,7,0.0,
21,4,10,4,8,4,7,6,13,4,7,12,8,3,9,0,8,0.0,
21,4,6,4,4,2,7,4,14,5,7,13,8,3,9,0,8,0.0,
21,4,8,6,6,7,9,6,5,5,6,7,6,6,8,5,6,0.00020046804770347345,2.0137264837791378
4,4,10,6,8,5,7,7,9,7,7,6,5,3,8,4,8,0.0,
4,3,9,5,7,4,8,7,7,7,7,7,4,3,8,3,7,0.0,
4,2,5,4,3,3,9,6,4,6,10,4,6,2,8,3,8,0.0,
4,3,4,4,3,2,7,7,7,7,7,6,5,2,8,3,7,0.0,
21,4,7,6,5,8,8,8,4,4,6,7,8,7,8,5,8,4.9412000073221953e-05,2.629968406320444
21,5,10,5,7,2,7,4,15,6,7,14,8,3,9,0,8,0.0,
4,4,9,4,4,2,13,3,3,4,12,1,8,3,7,1,10,0.0,
4,4,9,6,6,6,8,8,5,5,10,5,5,3,8,3,8,0.0,
21,4,7,6,6,5,7,7,4,4,6,6,9,4,8,2,9,0.00010249808738661676,2.2298027487753984
4,4,8,5,6,8,9,7,5,5,7,6,6,4,7,7,6,0.0,
21,8,12,7,6,4,5,6,5,4,7,7,10,7,8,4,10,0.0,
21,7,11,9,8,5,6,10,6,8,7,10,9,3,9,1,8,0.0,
21,4,7,6,5,7,8,7,4,3,6,7,8,7,9,5,7,0.0,
21,5,11,6,8,5,6,9,5,6,6,9,10,5,11,1,8,0.0,
21,3,2,4,4,2,6,8,5,7,6,9,9,3,9,1,7,0.0,
21,2,3,3,2,1,5,8,5,6,11,9,9,3,9,1,6,0.0,
4,7,11,9,8,8,8,8,5,6,10,5,5,6,8,6,11,0.0,
21,5,11,5,8,4,7,5,12,4,7,13,8,3,9,0,7,0.0,
21,5,9,7,8,7,7,7,4,4,6,6,9,4,8,2,9,3.7816068339978674e-05,2.264580639950438
21,4,9,5,7,2,7,5,15,5,7,13,8,3,9,0,8,0.0,
21,10,11,10,8,4,3,9,6,9,12,12,9,3,9,1,7,0.0,
4,5,9,7,8,7,6,7,6,7,7,6,9,5,5,7,4,2.2533250504317118e-05,2.555524191215241
21,4,7,5,5,4,5,8,5,6,9,7,9,3,9,3,6,6.216572808384561e-05,2.1863038269728747
4,3,6,4,4,3,5,8,8,7,8,7,6,2,8,3,8,0.0,
4,4,9,5,7,5,10,6,4,5,10,3,6,3,7,3,8,0.0,
21,2,1,3,2,1,6,8,6,6,6,9,9,3,9,0,8,0.0,
21,2,0,2,0,0,7,5,10,4,7,13,8,3,10,0,8,0.0,
21,5,6,5,4,2,4,9,6,7,10,10,9,3,9,2,5,0.0,
4,8,15,7,8,6,10,5,4,7,10,4,7,6,7,9,8,0.0,
21,3,6,4,4,1,7,5,13,5,7,13,8,3,9,0,8,0.0,
4,5,11,7,8,8,7,7,6,6,6,6,5,6,8,3,7,0.0,
4,5,11,7,8,5,8,8,6,7,10,6,4,4,7,5,10,0.0,
4,4,6,6,4,4,9,7,4,6,10,4,5,3,8,3,8,0.0,
21,4,7,6,5,7,8,7,4,4,6,7,8,7,10,5,7,2.4459699303996614e-05,3.512010471990962
21,4,7,4,5,2,7,4,14,5,7,13,8,3,9,0,8,0.0,
4,4,6,6,4,4,8,8,5,5,9,5,4,4,8,4,8,0.0,
21,3,3,4,5,2,8,4,14,5,7,12,8,3,9,0,8,0.0,
4,4,7,4,5,2,5,7,10,8,7,6,5,3,8,4,8,0.0,
4,5,10,8,8,11,9,9,5,5,7,6,6,5,8,11,6,0.0,
21,9,10,9,8,4,3,8,6,8,12,11,10,3,9,2,6,0.0,
21,3,2,5,3,2,6,8,6,8,7,10,9,3,9,1,8,0.0,
4,2,0,2,1,1,5,7,8,6,6,6,6,2,8,3,8,0.0,
21,5,6,5,4,2,4,9,5,7,12,11,8,3,9,1,6,0.0,
4,3,8,5,6,4,8,8,4,5,9,5,4,3,8,3,7,0.0,
4,3,9,5,7,5,8,7,6,6,7,6,4,3,8,3,7,0.0,
21,2,3,3,2,1,6,8,5,7,9,7,8,3,9,3,6,8.621801578405393e-05,2.103800308829065
4,2,7,4,5,4,7,7,4,6,7,6,6,3,8,2,7,0.0,
4,5,10,7,7,7,9,7,4,6,9,4,6,3,8,3,8,0.0,
4,5,10,5,5,3,7,7,4,6,9,6,6,5,9,7,5,2.4299748976655573e-06,2.2139278478202016
4,4,6,6,4,5,9,6,4,5,10,3,6,3,7,3,8,0.0,
21,10,14,9,8,4,6,4,4,6,4,7,6,6,5,2,7,2.625592418034076e-05,1.2660078619420858
4,4,10,4,7,5,6,7,9,7,5,3,7,2,7,3,8,0.0,
21,6,9,8,7,10,9,7,4,5,5,8,7,11,9,6,6,0.0,
4,5,10,6,8,6,6,8,9,8,7,6,5,2,8,3,7,0.0,
21,4,5,5,4,2,5,8,5,8,10,8,8,3,9,3,5,0.0,
4,1,0,2,0,0,6,7,7,6,7,6,6,2,8,3,8,-8.470329472543003e-22,
21,6,10,5,5,4,8,6,4,4,7,7,7,5,7,3,7,2.4816999679389982e-05,2.313294616202654
4,3,7,3,5,2,5,6,10,7,5,4,5,3,8,3,8,0.0,
21,6,7,7,5,3,4,10,6,7,12,11,8,3,9,2,7,0.0,
21,2,1,2,1,1,8,5,11,4,6,13,8,3,10,0,8,0.0,
4,5,11,7,8,6,11,6,2,7,11,3,7,4,7,4,9,0.0,
4,3,4,4,3,3,7,7,7,6,7,6,4,2,8,3,7,3.7206630997177594e-07,1.3593271522207573
21,4,5,5,7,2,7,5,14,5,7,14,8,3,9,0,8,0.0,
4,2,3,3,1,2,8,6,4,6,10,4,6,2,8,2,8,0.0,
4,3,8,5,6,7,9,8,4,5,7,6,6,5,6,8,6,0.0,
4,2,6,4,4,3,9,6,4,6,10,4,6,3,8,3,8,0.0,
4,3,8,5,6,4,10,6,3,6,11,4,7,3,8,2,9,0.0,
21,4,5,5,8,2,7,5,14,5,7,14,8,3,9,0,8,0.0,
4,6,9,8,8,9,7,7,4,7,7,5,8,4,7,7,5,0.0,
21,3,7,5,5,3,8,8,5,7,4,8,8,3,9,0,7,0.0,
21,5,8,7,6,4,5,9,6,7,8,10,10,3,9,1,8,0.0,
21,4,4,5,6,2,7,4,14,5,7,14,8,3,9,0,8,0.0,
21,2,3,3,2,1,5,8,5,6,10,9,8,3,9,1,6,0.0,
4,2,3,4,2,2,9,7,4,6,10,4,6,2,8,3,8,0.0,
21,2,3,3,2,1,7,8,6,6,7,9,8,3,10,1,8,0.0,
21,6,8,7,6,5,4,8,5,7,9,8,10,5,8,3,4,0.0,
4,5,9,5,4,3,12,3,3,5,12,1,8,4,7,2,11,0.0,
21,2,3,3,2,1,8,8,5,6,6,9,8,3,10,1,8,2.4008419092085626e-06,4.084314635537808
21,5,11,6,8,5,6,9,5,6,6,9,9,3,8,1,8,0.0,
21,3,5,4,4,2,6,8,6,7,7,10,9,3,9,1,8,0.0,
4,3,5,5,3,3,10,6,3,6,10,3,6,2,8,2,8,0.0,
4,3,5,5,3,3,9,6,4,6,10,4,6,2,8,3,8,0.0,
4,4,9,6,7,5,7,7,9,4,8,7,4,4,8,4,8,0.0,
4,5,5,6,8,3,5,7,10,10,7,6,6,3,8,4,8,0.0,
21,4,7,6,6,6,7,6,4,4,6,6,8,7,7,1,7,4.092455223143914e-05,2.1836936900733264
21,5,11,7,8,5,4,9,6,7,9,11,10,3,9,1,8,0.0,
4,2,1,3,2,2,7,7,6,6,7,6,5,2,8,2,7,3.3644884505703996e-07,2.244254994458892
4,8,12,7,6,5,8,6,3,7,10,5,7,6,7,8,6,0.0,
4,2,4,4,3,2,9,7,4,6,10,4,6,2,8,3,8,0.0,
21,7,15,6,8,5,7,6,4,5,7,7,8,5,7,3,7,0.0,
21,3,4,4,6,2,8,5,13,5,6,14,8,3,9,0,8,0.0,
21,5,9,6,7,5,6,6,8,5,7,6,10,5,8,7,3,0.0,
21,3,7,3,5,2,7,5,13,5,7,13,8,3,9,0,8,0.0,
